ticker,sector
HTT,Financial Services
HTZ,Industrials
HUBB,Industrials
HUBC,Technology
HUBG,Industrials
HUBS,Technology
HUDI,Basic Materials
HUHU,Industrials
HUIZ,Financial Services
HUM,Healthcare
HUMA,Healthcare
HUN,Basic Materials
HURA,Healthcare
HURC,Industrials
HURN,Industrials
HUT,Financial Services
HUYA,Communication Services
HVII,Financial Services
HVIIU,Financial Services
HVMC,Financial Services
HVMCU,Financial Services
HVT,Consumer Cyclical
HWBK,Financial Services
HWC,Financial Services
HWCPZ,Unknown
HWH,Consumer Cyclical
HWKN,Basic Materials
HWM,Industrials
HXHX,Industrials
HXL,Industrials
HY,Industrials
HYFM,Industrials
HYFT,Healthcare
HYI,Financial Services
HYLN,Consumer Cyclical
HYMC,Basic Materials
HYPD,Healthcare
HYPR,Healthcare
HYT,Financial Services
HZO,Consumer Cyclical
IAC,Communication Services
IAE,Financial Services
IAF,Financial Services
IAG,Basic Materials
IART,Healthcare
IAUX,Basic Materials
IBAC,Financial Services
IBCP,Financial Services
IBEX,Technology
IBG,Consumer Defensive
IBIO,Healthcare
IBKR,Financial Services
IBM,Technology
IBN,Financial Services
IBO,Healthcare
IBOC,Financial Services
ICE,Financial Services
IDXX,Healthcare
IEX,Industrials
IFF,Basic Materials
INCY,Healthcare
INTC,Technology
INTU,Technology
INVH,Real Estate
IP,Consumer Cyclical
IQV,Healthcare
IR,Industrials
IRM,Real Estate
ISRG,Healthcare
IT,Technology
ITW,Industrials
IVZ,Financial Services
J,Industrials
JBHT,Industrials
JBL,Technology
JCI,Industrials
JKHY,Technology
JNJ,Healthcare
JPM,Financial Services
KDP,Consumer Defensive
KEY,Financial Services
KEYS,Technology
KHC,Consumer Defensive
KIM,Real Estate
KKR,Financial Services
KLAC,Technology
KMB,Consumer Defensive
KMI,Energy
KO,Consumer Defensive
KR,Consumer Defensive
KVUE,Consumer Defensive
L,Financial Services
LDOS,Technology
LEN,Consumer Cyclical
LH,Healthcare
LHX,Industrials
LII,Industrials
LIN,Basic Materials
LITE,Technology
LLY,Healthcare
LMT,Industrials
LNT,Utilities
LOW,Consumer Cyclical
LRCX,Technology
LULU,Consumer Cyclical
LUV,Industrials
LVS,Consumer Cyclical
LYB,Basic Materials
LYV,Communication Services
MA,Financial Services
MAA,Real Estate
MAR,Consumer Cyclical
MAS,Industrials
MCD,Consumer Cyclical
MCHP,Technology
MCK,Healthcare
MCO,Financial Services
MDLZ,Consumer Defensive
MDT,Healthcare
MET,Financial Services
META,Communication Services
MGM,Consumer Cyclical
MKC,Consumer Defensive
MLM,Basic Materials
MMM,Industrials
MNST,Consumer Defensive
MO,Consumer Defensive
MOS,Basic Materials
MPC,Energy
MPWR,Technology
MRK,Healthcare
MRNA,Healthcare
MRSH,Financial Services
MS,Financial Services
MSCI,Financial Services
MSFT,Technology
MSI,Technology
MTB,Financial Services
MTD,Healthcare
MU,Technology
NCLH,Consumer Cyclical
NDAQ,Financial Services
NDSN,Industrials
NEE,Utilities
NEM,Basic Materials
NFLX,Communication Services
NI,Utilities
NKE,Consumer Cyclical
NOC,Industrials
NOW,Technology
NRG,Utilities
NSC,Industrials
NTAP,Technology
NTRS,Financial Services
NUE,Basic Materials
NVDA,Technology
NVR,Consumer Cyclical
NWS,Communication Services
NWSA,Communication Services
NXPI,Technology
O,Real Estate
ODFL,Industrials
OKE,Energy
OMC,Communication Services
ON,Technology
ORCL,Technology
ORLY,Consumer Cyclical
OTIS,Industrials
OXY,Energy
PANW,Technology
PAYX,Technology
PCAR,Industrials
PCG,Utilities
PEG,Utilities
PEP,Consumer Defensive
PFE,Healthcare
PFG,Financial Services
PG,Consumer Defensive
PGR,Financial Services
PH,Industrials
PHM,Consumer Cyclical
PKG,Consumer Cyclical
PLD,Real Estate
PLTR,Technology
PM,Consumer Defensive
PNC,Financial Services
PNR,Industrials
PNW,Utilities
PODD,Healthcare
POOL,Industrials
PPG,Basic Materials
PPL,Utilities
PRU,Financial Services
PSA,Real Estate
PSKY,Communication Services
PSX,Energy
PTC,Technology
PWR,Industrials
PYPL,Financial Services
Q,Technology
QCOM,Technology
RCL,Consumer Cyclical
REG,Real Estate
REGN,Healthcare
RF,Financial Services
RJF,Financial Services
RL,Consumer Cyclical
RMD,Healthcare
ROK,Industrials
ROL,Consumer Cyclical
ROP,Technology
ROST,Consumer Cyclical
RSG,Industrials
RTX,Industrials
RVTY,Healthcare
SATS,Communication Services
SBAC,Real Estate
SBUX,Consumer Cyclical
SCHW,Financial Services
SHW,Basic Materials
SJM,Consumer Defensive
SLB,Energy
SMCI,Technology
SNA,Industrials
SNDK,Technology
SNPS,Technology
SO,Utilities
SOLV,Healthcare
SPG,Real Estate
SPGI,Financial Services
SRE,Utilities
STE,Healthcare
STLD,Basic Materials
STT,Financial Services
STX,Technology
STZ,Consumer Defensive
SW,Consumer Cyclical
SWK,Industrials
SWKS,Technology
SYF,Financial Services
SYK,Healthcare
SYY,Consumer Defensive
T,Communication Services
TAP,Consumer Defensive
TDG,Industrials
TDY,Technology
TECH,Healthcare
TEL,Technology
TER,Technology
TFC,Financial Services
TGT,Consumer Defensive
TJX,Consumer Cyclical
TKO,Communication Services
TMO,Healthcare
TMUS,Communication Services
TPL,Energy
TPR,Consumer Cyclical
TRGP,Energy
TRMB,Technology
TROW,Financial Services
TRV,Financial Services
TSCO,Consumer Cyclical
TSLA,Consumer Cyclical
TSN,Consumer Defensive
TT,Industrials
TTD,Communication Services
TTWO,Communication Services
TXN,Technology
TXT,Industrials
TYL,Technology
UAL,Industrials
UBER,Technology
UDR,Real Estate
UHS,Healthcare
ULTA,Consumer Cyclical
UNH,Healthcare
UNP,Industrials
UPS,Industrials
URI,Industrials
USB,Financial Services
V,Financial Services
VICI,Real Estate
VLO,Energy
VLTO,Industrials
VMC,Basic Materials
VRSK,Industrials
VRSN,Technology
VRT,Industrials
VRTX,Healthcare
VST,Utilities
VTR,Real Estate
VTRS,Healthcare
VZ,Communication Services
WAB,Industrials
WAT,Healthcare
WBD,Communication Services
WDAY,Technology
WDC,Technology
WEC,Utilities
WELL,Real Estate
WFC,Financial Services
WM,Industrials
WMB,Energy
WMT,Consumer Defensive
WRB,Financial Services
WSM,Consumer Cyclical
WST,Healthcare
WTW,Financial Services
WY,Real Estate
WYNN,Consumer Cyclical
XEL,Utilities
XOM,Energy
XYL,Industrials
XYZ,Technology
YUM,Consumer Cyclical
ZBH,Healthcare
ZBRA,Technology
ZTS,Healthcare
